UserName,D0_total_time,D0_num_games,D0_num_sessions,D0_num_genres,D0_most_played_genre,D0_most_played_game,D0_first_activity_hour,D0_last_activity_hour,D1,D2,D3,D6
Sanaaya,32.68333333,0,0,1,0,0,14,14,0,1,1,0
Sanavi,28.65,2,2,3,2,2,14,14,1,1,1,0
Sanaya,237.3,15,10,9,15,17,22,22,1,0,1,1
SanayaRao,102.7833333,15,9,9,15,13,3,3,1,0,0,1
Sanchi,28.61666667,3,2,1,3,5,20,20,0,1,1,0
Sanchit,35.7,11,4,5,8,0,20,20,0,1,1,1
Sandeepyt,30.43333333,8,4,0,0,10,13,13,1,1,1,0
Sandhya,26.78333333,1,3,4,1,15,15,15,1,1,1,0
Sandy,29.98333333,0,3,3,0,0,10,10,1,1,0,0
Sangeeta,49.3,0,8,9,0,0,15,15,1,0,1,1
Sangmeshewr,33,2,5,5,2,2,7,7,1,0,0,0
Sanidh,50.48333333,7,7,6,5,1,21,21,1,1,1,1
Sanidhya,35.95,3,2,6,3,0,12,12,1,0,0,1
Sanika,29.35,5,2,4,5,9,13,13,1,1,1,0
Sanjana,31.23333333,9,2,0,0,5,14,14,0,1,1,0
Sanjeevini,59.21666667,15,10,9,15,7,19,19,1,0,1,1
Sanju,34.18333333,2,2,7,2,6,17,17,1,0,1,1
Sankalp,136.6,15,10,9,2,9,22,22,1,0,1,1
Sankeflare,270,15,9,9,11,17,10,10,1,0,0,0
Sansh,27.73333333,3,1,3,3,2,14,14,1,1,1,0
Sanskae,31.7,9,2,9,9,11,20,20,1,0,1,1
Sanskar,44.23333333,1,4,2,1,37,17,17,1,1,1,0
Sanskriti,38,11,6,3,11,6,23,23,0,1,1,0
Sanskritimalik,66.78333333,8,5,9,8,15,13,13,1,0,0,1
Sansyaquastrom,37,6,2,9,2,2,12,12,1,0,0,1
Sanu,27.4,7,0,6,7,7,22,22,0,0,1,1
SanuAnnu,30.9,3,5,1,2,10,18,18,0,1,1,0
Sanvi,28.25,8,2,4,1,11,17,17,0,1,1,0
SanviK,34.26666667,8,4,9,2,11,19,19,1,0,1,1
Sanya,60.61666667,7,2,2,7,11,20,20,0,1,1,0
Sanyam,30.35,8,6,5,7,8,20,20,1,1,1,1
Sanz,56.8,0,5,2,0,0,16,16,1,1,1,0
Sara,31.26666667,2,2,2,2,5,7,7,1,1,0,0
Sara1985,28.26666667,2,0,5,2,12,18,18,0,0,1,0
Sarah,28.78333333,9,0,7,8,2,12,12,1,0,0,1
Saran,66.9,12,6,6,4,15,15,15,1,1,0,1
Saransh,38.76666667,1,0,3,0,32,15,15,1,1,1,0
Saranshmitt5g,39.48333333,0,3,0,0,0,10,10,1,1,1,0
Sargun,217.8666667,15,10,9,15,9,22,22,1,0,1,1
Sarla,28.11666667,3,3,1,3,11,20,20,0,1,1,0
Sarthak,84.18333333,15,7,7,6,3,12,12,1,0,0,1
SarthakYana,32.68333333,2,4,4,2,10,19,19,1,1,1,0
Sarthakindiaoppp,47.13333333,3,1,9,2,12,12,12,1,0,0,1
Sarvam,35.26666667,0,2,1,0,0,22,22,0,1,1,0
Sasr,55.68333333,8,5,2,5,0,16,16,0,1,1,0
SatDew1230,27.28333333,1,3,2,1,2,10,10,1,1,0,0
Sattwik2010,44.46666667,0,1,8,0,0,14,14,1,0,1,1
Satvik,33.35,9,0,8,1,9,10,10,1,0,0,1
SatvikandVidhi,57.78333333,0,4,3,0,0,9,9,1,1,0,0
Satvikandsanyam,42.61666667,5,0,7,5,11,16,16,1,0,1,1
Satwikop,43.63333333,12,0,9,0,11,23,23,0,0,1,1
Satyam,28.23333333,6,0,8,3,4,17,17,1,0,1,1
Saujanya,28.63333333,1,0,4,1,8,22,22,0,1,1,0
Saumikagniandanshu,69.85,11,6,0,0,10,13,13,1,1,0,0
Saumya,29.3,2,5,6,0,6,0,0,1,0,0,1
Saunakgamerz,39.93333333,3,3,3,1,15,19,19,0,1,1,0
Savageplayer,52.08333333,5,7,4,5,9,10,10,1,1,0,0
Savreen,46.75,12,7,9,8,0,19,19,1,0,1,1
Savtvik,36.93333333,5,1,9,0,5,21,21,1,0,1,1
Sawan,29.46666667,1,1,7,1,0,18,18,1,0,1,1
Saxesh,30.63333333,2,0,5,2,10,6,6,1,0,0,0
Saya,45.45,8,3,0,0,5,18,18,0,1,1,0
Sayali,74.48333333,7,10,9,2,12,2,2,1,0,0,1
SayanMaji,54.15,13,10,4,13,8,23,23,0,1,1,1
Sayeda,33.23333333,0,2,9,0,0,11,11,1,0,0,1
Sayena,147.2333333,15,10,9,15,7,21,21,1,0,1,1
Saylimansi,35.96666667,3,3,3,3,13,10,10,1,1,0,0
Sayra,28.91666667,7,3,8,4,10,15,15,1,0,1,1
Sayyam,86.23333333,9,4,9,2,15,17,17,1,0,1,1
Sayyed,28.53333333,9,3,5,9,9,22,22,0,1,1,1
Scarlett,29.15,2,0,0,0,3,13,13,0,1,1,0
Scarllet,98.46666667,5,10,9,0,14,14,14,1,0,0,1
Schooly,96.53333333,14,10,9,14,13,16,16,1,0,0,1
Scott,173.7833333,9,7,9,9,21,17,17,1,0,0,1
Sdsdaw,36.6,5,3,6,5,1,9,9,1,0,0,1
Seasuperb,29.1,4,2,7,4,5,17,17,1,0,1,1
Seerat,29.51666667,5,4,0,0,6,11,11,1,1,1,0
SeeratRansi,81,2,7,9,2,31,23,23,1,0,1,1
Seeret,27.83333333,7,0,3,7,2,22,22,0,1,1,0
Seghas,32.51666667,2,6,2,2,10,21,21,0,1,1,0
Sehaj,78.91666667,1,7,0,0,22,10,10,1,1,1,0
Sehajpreet,31.16666667,4,6,7,4,4,21,21,1,0,1,1
Sehrish,30.33333333,5,0,0,0,5,19,19,0,1,1,0
Sehsad,40.16666667,3,7,0,0,10,11,11,1,1,1,0
Sejal,254,15,10,9,15,16,10,10,1,0,0,0
Sekhonsamar,59.53333333,2,2,9,2,26,14,14,1,0,1,1
Selana,37.86666667,7,5,0,0,10,21,21,0,1,1,0
Sesxc,131.4166667,11,7,9,6,3,16,16,1,0,0,1
Sffert,45.98333333,9,7,4,4,9,14,14,1,1,1,0
Sgdhdgf,27.11666667,1,1,6,1,17,14,14,1,0,1,1
Sha6809300,27.58333333,3,5,4,3,2,21,21,0,1,1,0
Shabu,28.6,4,5,1,4,6,23,23,0,1,1,0
Shadow632,30.3,1,3,1,1,26,20,20,0,1,1,0
Shadowblood,37.61666667,5,4,9,5,5,22,22,1,0,1,1
Shadowxxxxxx7351,30.86666667,7,3,0,0,10,15,15,0,1,1,0
Shafashow,37.53333333,1,7,7,1,18,15,15,1,0,1,1
Shafshow,135.5666667,4,1,3,4,7,18,18,0,1,1,0
Shagunn,41.5,4,5,9,0,1,2,2,1,0,0,1
ShahHrithikFaisu,29.9,3,1,7,3,3,15,15,1,0,1,1
Shaheen,30.71666667,1,5,4,0,12,21,21,1,1,1,0
ShaikhAlaysa,113.8,15,10,9,15,19,13,13,1,0,0,1
Shaireen,32.81666667,9,5,5,6,1,10,10,1,1,0,1
Shambhavi,30.48333333,6,0,6,6,8,1,1,1,0,0,1
Shan,31.15,0,1,6,0,0,13,13,1,0,1,1
Shana,34.88333333,7,3,8,3,4,20,20,1,0,1,1
Shanaia,31.11666667,4,3,5,4,9,11,11,1,0,0,0
Shanav,29.11666667,8,0,5,8,8,12,12,1,0,0,1
Shanaya,30.23333333,1,5,5,1,22,21,21,1,1,1,0
Shankh,29.16666667,1,4,6,1,24,13,13,1,0,1,1
Shannen,29.6,3,2,6,3,9,15,15,1,0,1,1
Shanoo,32.33333333,8,0,9,8,10,7,7,1,0,0,1
Shantanu,26.75,8,2,5,8,6,19,19,0,1,1,1
Shanti,126.7333333,15,4,9,15,8,18,18,1,0,0,1
Shanu,79.31666667,15,7,9,5,6,7,7,1,0,0,1
Shanvi,31.48333333,3,3,1,3,8,22,22,0,1,1,0
SharanLadhani,32.03333333,0,5,0,0,0,16,16,1,1,1,0
Sharanya,46.9,1,7,1,1,10,16,16,1,1,1,0
Sharda,42.33333333,0,2,9,0,0,12,12,1,0,0,1
Shariff,27.16666667,1,4,6,1,18,20,20,1,0,1,1
Shariya,34.43333333,7,5,8,7,8,3,3,1,0,0,1
Sharma,34.16666667,7,4,8,3,9,15,15,1,0,1,1
Sharni,45.05,7,4,7,6,3,16,16,1,0,1,1
Sharon,33.93333333,8,3,1,3,5,19,19,0,1,1,0
Sharvari,31.16666667,8,3,4,6,0,19,19,0,1,1,0
Sharvilp,34.3,10,0,4,4,11,15,15,0,1,1,0
Shashank,32.7,1,4,1,1,11,10,10,1,1,1,0
Shashwat,26.83333333,6,4,7,6,4,20,20,1,0,1,1
Shatakshi,46,9,8,0,0,7,22,22,0,1,1,0
Shaury,28.65,8,4,3,8,6,10,10,1,1,0,0
Shaurya,33.5,4,5,9,4,0,14,14,1,0,1,1
Shaurya14,77.96666667,2,5,7,2,16,10,10,1,0,0,1
Shaurya2014,72.91666667,15,10,0,0,17,14,14,1,1,0,0
Shaurya23,38.13333333,7,6,9,4,3,0,0,1,0,0,1
Shauryacricketer,30.06666667,6,2,4,6,6,9,9,1,0,0,0
Shauryajaat,89.05,3,10,9,2,11,14,14,1,0,1,1
Shawaiz,29.6,9,4,6,3,1,18,18,1,1,1,1
Shay,91.95,15,10,5,15,12,21,21,0,1,1,1
Shayana,30.23333333,5,5,1,5,1,9,9,1,1,0,0
Shayanreza,29.6,8,3,3,8,2,22,22,0,1,1,0
Shayena,43.03333333,7,4,3,7,0,13,13,1,1,1,0
Shayna,51.51666667,13,2,9,13,11,15,15,1,0,0,1
Shayoo,30.03333333,6,3,5,3,4,21,21,0,1,1,1
Shazil,38.93333333,6,6,1,6,9,20,20,0,1,1,0
Shazu,34.06666667,8,1,2,8,10,21,21,0,1,1,0
Shd,33.3,10,4,4,6,11,14,14,1,1,0,1
Sheelu,28.35,5,3,2,0,1,2,2,1,1,0,0
Sheggi,37.1,0,4,3,0,0,20,20,0,1,1,0
Shehzeen,42.65,13,7,8,11,15,22,22,1,0,1,1
Sheohdkdj,151.5166667,5,8,9,5,14,17,17,1,0,1,1
Sher,39.26666667,5,7,1,5,2,10,10,1,1,0,0
Sherrygamerz,291.3666667,4,10,9,4,76,20,20,1,0,1,0
Sheryansh,161.95,15,10,9,13,8,8,8,1,0,0,1
Sheryasbhaiya,217.3,15,10,9,4,16,13,13,1,0,0,1
Shifa,36.6,11,6,9,0,6,11,11,1,0,0,1
Shifaa,37.58333333,7,6,9,0,7,0,0,1,0,0,1
Shikha,27.26666667,5,3,3,5,3,20,20,0,1,1,0
Shikhar,29.23333333,3,0,7,3,2,10,10,1,0,0,1
Shilpa,47.65,4,9,0,0,10,22,22,0,1,1,0
Shilpi,74.9,2,2,9,2,25,18,18,1,0,1,1
Shilpyjain,28.23333333,2,1,4,2,15,14,14,1,1,1,0
Shinchan,30.98333333,9,3,6,8,3,14,14,1,0,0,1
Shinchan1234,29,0,2,1,0,0,10,10,1,1,1,0
Shine,38.85,9,3,6,0,11,21,21,0,1,1,1
ShiningStar,36.3,1,3,6,1,29,19,19,1,0,1,1
ShinningStar,27.11666667,3,2,6,3,4,21,21,0,0,1,1
Shiny,30.71666667,5,4,4,5,2,13,13,1,1,1,0
Shir,27.58333333,8,0,7,8,8,8,8,1,0,0,1
Shital,52.88333333,3,2,9,2,19,20,20,1,0,1,1
Shiva,41.36666667,0,4,1,0,0,21,21,0,1,1,0
Shivaani,72.21666667,4,1,4,4,1,11,11,1,0,0,0
Shivaay891,141.2333333,15,10,2,15,5,17,17,0,1,1,0
Shivam,34.45,10,0,9,10,7,15,15,1,0,0,1
Shivan,29.9,8,5,8,4,10,21,21,1,0,1,1
Shivanaya,32.11666667,1,3,1,1,1,10,10,1,1,1,0
Shivang,30.15,3,5,7,3,7,11,11,1,0,0,1
Shivani,26.73333333,8,1,1,8,7,11,11,1,1,0,0
Shivaniparivikasshravi,49.9,7,0,0,0,8,15,15,0,1,1,0
Shivank,27.13333333,2,5,6,1,11,16,16,1,0,1,1
Shivannya,33.13333333,5,0,9,5,4,6,6,1,0,0,1
Shivansh,59.16666667,4,9,8,4,16,10,10,1,0,0,1
Shivanshi,145.2,15,10,9,4,5,15,15,1,0,0,1
Shivanshmishra,32.78333333,9,4,6,2,9,15,15,1,0,1,1
Shivanya,128.8833333,3,8,9,2,34,22,22,1,0,1,1
Shivay,29.46666667,6,1,3,6,0,14,14,1,1,1,0
ShivayPatel,33.45,5,4,4,5,4,20,20,0,1,1,0
Shivenpro,98.75,15,10,9,9,9,18,18,1,0,0,1
Shivi,40.58333333,7,3,2,7,10,20,20,0,1,1,0
Shivika,64,15,9,5,15,1,16,16,1,1,0,1
Shivipakhi,40.21666667,7,2,9,6,6,19,19,1,0,1,1
Shivnaya,27.75,2,4,4,0,4,19,19,1,1,1,0
Shizuka,136.6166667,15,10,9,2,5,16,16,1,0,0,1
Shlok,28.11666667,9,1,4,9,6,15,15,0,1,1,1
Shobhan,69.05,6,10,6,6,2,16,16,1,1,1,1
Shobith,45.16666667,8,6,7,8,10,19,19,1,0,1,1
Shoeb,325.2333333,15,10,9,12,7,17,17,1,0,0,0
Shoham,51.01666667,6,0,9,4,4,21,21,0,0,1,1
Shooter,26.7,5,1,1,5,10,14,14,0,1,1,0
Shoreya,31.65,2,3,6,1,17,17,17,1,0,1,1
Shorya,44.4,1,7,3,0,31,20,20,1,1,1,0
Shourya,104.2166667,15,10,9,15,8,10,10,1,0,0,1
Shraboln,48.98333333,7,9,6,2,8,11,11,1,1,0,1
Shraddha,28.2,3,2,0,0,10,18,18,0,1,1,0
Shradha,29.11666667,8,2,0,0,5,16,16,0,1,1,0
Shranya,28.3,2,2,4,2,15,16,16,1,1,1,0
Shravan,40.96666667,13,0,9,4,15,17,17,1,0,0,1
Shravani,77.33333333,5,10,9,5,7,10,10,1,0,0,1
Shravanpro,42.56666667,3,6,9,1,4,21,21,1,0,1,1
Shree,44.73333333,10,2,0,0,7,12,12,0,1,0,0
Shreegapure,44.1,2,2,9,2,16,2,2,1,0,0,1
Shreeraj,135.1666667,4,10,9,0,28,20,20,1,0,1,1
Shreeram,68.23333333,8,5,9,8,14,14,14,1,0,0,1
Shreeti,27.13333333,8,0,4,8,4,17,17,0,1,1,0
Shreeya,30.56666667,3,4,3,3,11,12,12,1,1,1,0
Shreryas,28.18333333,3,1,5,2,10,20,20,0,1,1,0
Shreshta,49.85,8,0,6,5,0,18,18,0,0,1,1
Shreshth,33.3,0,3,9,0,0,11,11,1,0,0,1
Shrey,39.73333333,7,3,4,1,6,18,18,0,1,1,0
Shrey47,29.9,4,0,0,0,8,0,0,1,1,0,0
Shreya,27.91666667,4,3,4,4,10,22,22,0,1,1,0
Shreyaanjal,146.9,11,9,9,8,24,15,15,1,0,0,1
Shreyansh,60.4,9,1,8,9,10,13,13,1,0,0,1
ShreyanshMohapatra,47.33333333,7,1,9,7,4,22,22,0,0,1,1
Shreyanvi,27.11666667,1,2,1,1,26,18,18,0,1,1,0
Shreyas,100.8333333,12,6,9,12,10,14,14,1,0,0,1
Shreyash,58.45,6,6,9,6,13,8,8,1,0,0,1
Shreyasi,28.21666667,2,0,7,2,3,14,14,1,0,1,1
Shri,44.5,5,1,0,0,10,17,17,0,1,1,0
Shriraj,41.45,0,1,1,0,0,23,23,0,1,1,0
Shrirang,34.03333333,11,3,6,7,6,21,21,0,1,1,1
Shristy,48.21666667,9,3,5,8,2,17,17,1,1,1,1
Shriyaansh,28.36666667,7,3,5,7,6,15,15,1,1,1,1
Shriyansurya,29.4,3,4,4,2,3,21,21,0,1,1,0
Shron,31.66666667,9,2,0,0,3,23,23,0,1,1,0
Shruti,36.35,7,5,4,4,4,15,15,1,1,1,0
Shubh,166.9666667,15,8,9,2,21,19,19,1,0,0,1
Shubha,36.2,4,2,8,4,6,19,19,1,0,1,1
Shubham,34.93333333,8,2,5,4,8,10,10,1,0,0,1
Shubhi,26.88333333,1,2,4,1,13,13,13,1,1,1,0
Shubhra,360.7,15,10,9,15,25,10,10,1,0,0,0
Shubhreet,40.88333333,7,2,3,7,1,16,16,0,1,1,0
Shubu,29.25,0,1,3,0,0,15,15,1,1,1,0
Shuchi,73.51666667,15,10,9,13,11,16,16,1,0,0,1
Shuchijain,205.7666667,15,10,9,15,23,13,13,1,0,0,1
Shyam,31.8,8,3,5,1,5,22,22,0,1,1,1
ShynaGauri,30.21666667,0,1,0,0,0,21,21,0,1,1,0
Siansh,58.95,15,1,9,15,17,14,14,1,0,0,1
Siblings,71.26666667,13,6,0,0,16,9,9,1,1,0,0
Sidak,31.88333333,2,3,9,2,10,22,22,1,0,1,1
Sidd,28.26666667,2,2,2,2,3,8,8,1,1,0,0
Siddesh,57.98333333,10,7,0,0,14,10,10,1,1,0,0
Siddh,104.5333333,6,3,9,6,7,19,19,1,0,1,1
Siddharth,119.4333333,15,2,9,15,11,8,8,1,0,0,1
Siddharthgautam,38.05,9,6,9,2,8,12,12,1,0,0,1
Siddhi,65.28333333,1,5,5,1,1,17,17,1,1,1,0
Siddhi123,48.4,9,9,9,9,5,11,11,1,0,0,1
Siddhidamani,28.7,0,0,6,0,0,15,15,1,0,1,1
Siddhiswayam,47.1,6,7,3,6,8,10,10,1,1,0,0
Sidhasrizan,29.95,9,0,4,3,3,21,21,0,1,1,0
Sidhu,33.8,7,0,6,4,4,15,15,1,0,1,1
Sidhumoosewala,132.6833333,8,10,9,8,20,8,8,1,0,0,1
Sidra,29.61666667,1,0,4,1,8,16,16,1,1,1,0
Sidzuns,48.21666667,0,7,9,0,0,19,19,1,0,1,1
Sifat,99.48333333,10,10,9,7,9,16,16,1,0,0,1
Sigma,29.95,9,1,7,8,4,15,15,1,0,0,1
Sigma1414,50.48333333,6,7,7,6,10,14,14,1,0,1,1
Sigmaarora,34.23333333,3,0,9,2,12,23,23,0,0,1,1
Sijftibtt,33.01666667,1,5,1,1,1,11,11,1,1,1,0
Silchar,35.36666667,6,4,2,6,0,14,14,1,1,1,0
Sima,38.05,10,5,1,10,3,13,13,1,1,1,0
Simanpannu,51.3,8,9,2,8,3,8,8,1,1,0,0
Simar,179.8166667,15,10,9,15,11,9,9,1,0,0,1
Simmer,27.61666667,9,1,1,2,11,15,15,0,1,1,0
Simmi,38.18333333,3,1,5,3,2,7,7,1,0,0,0
Simon,29.66666667,7,2,5,1,7,17,17,1,1,1,1
Simra,48.81666667,1,9,3,1,13,12,12,1,1,1,0
Simrah07,92.03333333,15,2,9,6,5,17,17,1,0,0,1
Simran,53.01666667,5,10,1,5,5,10,10,1,1,0,0
Simrat,31.51666667,0,0,7,0,0,21,21,0,0,1,1
Sinham,28.13333333,7,2,3,3,7,11,11,1,1,0,0
Sirat,141.9166667,4,10,9,4,14,12,12,1,0,0,1
Siri,46.4,1,4,9,1,10,13,13,1,0,1,1
Sisters,60.71666667,3,0,9,3,14,13,13,1,0,0,1
Siva,30.31666667,4,0,3,3,8,12,12,1,1,0,0
Siya,126.2166667,15,10,8,15,0,12,12,1,0,0,1
Siyab89,43.58333333,13,7,4,13,6,14,14,1,1,0,1
Siyana,41.65,4,3,9,4,3,10,10,1,0,0,1
Siyo,114.0666667,15,10,9,2,7,15,15,1,0,0,1
Sjd,26.6,8,0,1,3,5,8,8,1,1,0,0
Sjsjsnbs,40.95,6,6,8,0,12,9,9,1,0,0,1
Skandesh,29.33333333,7,1,8,3,9,18,18,1,0,1,1
Skandeshterra,40.11666667,2,5,9,2,15,19,19,1,0,1,1
Skmkhyati,40.71666667,10,5,0,0,11,16,16,0,1,1,0
Slammers,37.73333333,10,0,2,10,2,9,9,1,1,0,0
Slaygurll,36.86666667,5,1,9,3,8,17,17,1,0,1,1
Slesha,36.56666667,9,4,0,0,11,23,23,0,1,1,0
Smahi,34.83333333,8,2,9,3,8,23,23,0,0,1,1
Smaica,35.55,2,3,1,2,16,22,22,0,1,1,0
Smart,91.25,6,7,9,6,11,19,19,1,0,1,1
SmartGirl8514,27.85,7,3,5,4,2,10,10,1,0,0,1
Smarty,50.7,15,4,2,8,10,0,0,1,1,0,0
Smile,32.8,2,3,1,2,5,22,22,0,1,1,0
Smiley,30.33333333,5,5,4,5,4,16,16,1,1,1,0
Smiling,39.05,5,7,3,5,8,14,14,1,1,1,0
SmilingSkull,28.53333333,4,3,3,0,10,12,12,1,1,1,0
Smillingskull,27.81666667,0,4,2,0,0,18,18,1,1,1,0
Smit,35.8,6,5,6,6,6,16,16,1,0,1,1
Smita,74.53333333,0,4,9,0,0,6,6,1,0,0,1
Smruti,29.03333333,8,4,0,0,5,13,13,1,1,1,0
Sneh,166.4166667,15,10,0,0,21,23,23,0,1,1,0
Sneh262625525,111.25,15,10,9,3,7,14,14,1,0,0,1
Sneha,169.7166667,15,10,9,15,1,12,12,1,0,0,1
Snehal,33.66666667,9,4,6,8,4,21,21,0,1,1,1
Snigdha,27.85,6,2,5,5,6,12,12,1,0,0,1
Snowy,64.2,15,7,9,7,11,17,17,1,0,0,1
Sochap,90.95,10,3,9,10,18,18,18,1,0,1,1
Sofia,33.33333333,1,4,4,1,21,21,21,0,1,1,0
Sofie,84.1,3,0,9,1,12,10,10,1,0,0,1
Sogo,113.8333333,15,1,9,2,18,14,14,1,0,0,1
Soham,65.48333333,15,4,9,15,17,10,10,1,0,0,1
Sohil,39.48333333,9,3,0,0,0,21,21,0,1,1,0
Someone,38.31666667,12,6,6,12,7,19,19,1,1,1,1
Somya,39.13333333,12,5,5,2,7,10,10,1,1,0,1
Sona,29.75,7,2,1,7,4,12,12,1,1,0,0
Sonakshi,28.73333333,0,3,3,0,0,0,0,1,0,0,0
Sonal,32.65,10,0,8,0,4,23,23,0,0,1,1
Sonalvanshi2015,40.43333333,6,3,2,0,4,11,11,1,1,0,0
Sonam,37.7,6,6,1,6,8,20,20,0,1,1,0
Sonarshita,33.55,10,4,0,0,10,20,20,0,1,1,0
Soni,30.86666667,3,0,1,3,10,20,20,0,1,1,0
Sonic,61.58333333,15,9,9,5,5,14,14,1,0,0,1
Sonu,41.5,3,5,5,3,15,21,21,1,1,1,0
Sooraj,31.73333333,6,3,4,3,7,20,20,0,1,1,0
Sooryavanshi,42.16666667,12,8,6,0,1,19,19,1,1,1,1
Sophia,29.08333333,0,2,0,0,0,10,10,1,1,1,0
Soubhagya,85.28333333,15,3,1,15,20,12,12,0,1,0,0
Soulkill,70.8,1,7,8,1,25,15,15,1,0,1,1
Soum,234.7833333,15,10,9,15,15,12,12,1,0,0,1
Soumilgarg,39.01666667,10,3,5,5,4,17,17,1,1,1,1
Soumya,27.85,1,4,0,0,5,14,14,1,1,1,0
Sourabhbro,29.78333333,2,3,8,2,3,22,22,1,0,1,1
Sourav,37.6,11,5,6,5,0,11,11,1,0,0,1
Sourish,32.15,3,1,6,1,11,23,23,0,0,1,1
Souvagyalaxmisahoogmailcom,53.45,0,8,0,0,0,17,17,1,1,1,0
Space06Yug,41.6,1,1,4,1,41,17,17,1,1,1,0
Spandan,188.2166667,15,10,9,15,12,9,9,1,0,0,1
Sparkle27,80.45,15,10,9,7,14,17,17,1,0,0,1
Sparsh,55.4,10,2,2,10,5,23,23,0,1,1,0
SpicyGarv,35,10,6,9,5,9,11,11,1,0,0,1
Spiderman,26.75,0,3,3,0,0,21,21,0,1,1,0
Spidermanasme,44.58333333,2,2,0,0,12,14,14,0,1,1,0
Spideyboy,26.6,4,2,0,0,3,15,15,0,1,1,0
Spruha,32.13333333,6,2,0,0,8,22,22,0,1,1,0
SquadBoy,27.36666667,1,1,0,0,27,22,22,0,1,1,0
SquirrelGxmer,166.5,15,8,3,15,21,19,19,0,1,1,0
Sravi,35.01666667,3,3,2,3,1,0,0,1,1,0,0
Sreejan,30.35,0,0,9,0,0,16,16,1,0,1,1
Srih,50.31666667,4,6,9,4,4,17,17,1,0,1,1
Srises,86.53333333,15,7,9,10,9,13,13,1,0,0,1
Srishti,27.03333333,1,0,4,1,22,10,10,1,0,0,0
Srishtithequeen,61.7,11,0,9,11,3,16,16,1,0,0,1
Sristi,42.45,3,6,3,3,7,11,11,1,1,1,0
Sriya,53.33333333,8,2,9,6,12,18,18,1,0,1,1
Ssbest,70.85,6,10,5,6,5,10,10,1,1,0,0
SscGOD25,91.06666667,1,2,9,1,43,20,20,1,0,1,1
Star,76.45,7,10,6,7,9,18,18,1,1,1,1
StarLight0612,34.51666667,11,6,7,9,1,20,20,1,1,1,1
Starboy01024,27.2,2,5,2,2,11,21,21,0,1,1,0
Starfire,307.9666667,15,6,9,1,28,12,12,1,0,0,0
Stargirl,109.5666667,0,8,6,0,0,10,10,1,0,0,0
Stark,27.68333333,3,2,8,3,5,20,20,1,0,1,1
Starlightsiren,192.0666667,15,10,9,15,22,18,18,1,0,0,1
Starplayer,83,7,10,1,7,14,21,21,0,1,1,0
Starskings01,44.03333333,12,6,9,7,3,10,10,1,0,0,1
Sti,26.9,1,2,5,1,7,19,19,1,1,1,0
Stuti,81.93333333,15,7,9,15,8,0,0,1,0,0,1
SubhamNayak,29,6,0,5,3,10,18,18,0,0,1,1
Subway,47.41666667,4,8,9,4,5,20,20,1,0,1,1
Sudesh,26.9,6,0,5,6,0,14,14,1,0,1,1
Sudesh210,31.66666667,6,3,7,0,5,23,23,0,0,1,1
Suhan,59.1,11,9,1,11,15,21,21,0,1,1,0
Suhana,76.83333333,15,5,9,14,0,22,22,0,0,1,1
Suhanamiddha,27.7,7,2,6,7,8,22,22,0,1,1,1
Suhani,29.88333333,5,1,6,5,7,19,19,0,0,1,1
Suhani64,31.56666667,9,2,1,9,6,14,14,0,1,1,0
Suhanu,27.01666667,5,3,2,5,2,16,16,0,1,1,0
Suhavi,35.85,6,5,5,6,7,22,22,0,1,1,1
Suiiii,27.96666667,4,0,2,4,1,15,15,0,1,1,0
Sukaina,45.83333333,11,4,7,1,14,13,13,1,0,0,1
Sukh,29.18333333,4,3,1,4,0,20,20,0,1,1,0
Sukhman,30.98333333,0,0,7,0,0,14,14,1,0,1,1
Sukhmanpreetkaur,29.2,2,4,0,0,12,21,21,0,1,1,0
Sukkrit,30.78333333,4,1,5,4,5,19,19,0,1,1,0
Sukriti,39.06666667,11,2,9,3,2,16,16,1,0,0,1
Sukruthi,34.48333333,0,3,0,0,0,12,12,1,1,1,0
Sumaira,29.15,4,5,5,4,9,20,20,1,1,1,1
Sumaiyah,29.5,9,1,3,9,10,23,23,0,1,1,0
Sumifighter,29.4,7,5,5,7,5,13,13,1,1,0,1
SumitKumar,33.6,10,4,1,10,4,9,9,1,1,0,0
Sumitjaat,33.76666667,3,0,9,3,6,9,9,1,0,0,1
Sumona,82.36666667,4,6,9,4,22,9,9,1,0,0,1
Sumsk,50.66666667,13,6,2,13,7,15,15,1,1,1,0
Sumukh10qwerg,56.7,10,7,9,10,9,14,14,1,0,0,1
Sundeep,39.41666667,4,0,9,3,1,17,17,1,0,1,1
Sungjinwoo,28.21666667,0,4,6,0,0,9,9,1,0,0,1
Sunny,60.1,5,0,1,5,9,14,14,0,1,1,0
Sunshine,53.63333333,12,8,8,12,8,15,15,1,0,0,1
Super888,108.4666667,15,3,9,0,9,15,15,1,0,0,1
SuperRohan,36.26666667,1,5,0,0,12,17,17,0,1,1,0
Superaction,32.55,4,6,8,1,7,12,12,1,0,0,1
Superahmed,52.53333333,15,8,3,15,8,18,18,0,1,1,0
Superman,100.3833333,12,7,9,0,9,8,8,1,0,0,1
Supermaster,33.93333333,0,6,6,0,0,13,13,1,0,1,1
Superstar,30.06666667,8,0,3,0,7,18,18,0,1,1,0
Superster,41.38333333,12,3,4,12,5,23,23,0,1,1,1
Superwarrior,37.4,9,2,1,9,6,14,14,0,1,1,0
Superwoman11,51.83333333,14,2,9,5,3,2,2,1,0,0,1
Supreet,30.26666667,6,3,8,0,4,16,16,1,0,1,1
